[2013-10-11 13:17:31,231](INFO)chinaluxus : des: 豪华轿车在整个汽车业界的地位以及需求量向来都是毋庸置疑的，凭借着良好的舒适性和广泛的适用范围，豪华轿车也一直都是富豪们购车时的第一…
[2013-10-11 15:07:25,855](INFO)neeu : link: http://www.neeu.com/news/2012-03-19/27816.html
[2013-10-11 15:07:36,806](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41261.html
[2013-10-11 15:07:36,813](INFO)neeu : link: http://www.neeu.com/news/2013-10-10/41255.html
[2013-10-11 15:07:36,820](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41246.html
[2013-10-11 15:07:36,828](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41212.html
[2013-10-11 15:07:36,835](INFO)neeu : link: http://www.neeu.com/news/2013-09-30/41135.html
[2013-10-11 15:07:36,842](INFO)neeu : link: http://www.neeu.com/news/2013-09-30/41132.html
[2013-10-11 15:07:36,849](INFO)neeu : link: http://www.neeu.com/news/2013-09-29/41095.html
[2013-10-11 15:07:36,856](INFO)neeu : link: http://www.neeu.com/news/2013-09-27/41050.html
[2013-10-11 15:07:36,860](INFO)neeu : link: http://www.neeu.com/news/2013-09-25/40965.html
[2013-10-11 15:07:36,864](INFO)neeu : link: http://www.neeu.com/news/2013-09-18/40836.html
[2013-10-11 15:07:36,872](INFO)neeu : link: http://www.neeu.com/news/2013-10-11/41297.html
[2013-10-11 15:07:36,876](INFO)neeu : title: Porsche 911：毕其功于一役
[2013-10-11 15:07:36,876](INFO)neeu : icon_url: http://www.neeu.com/uploads/news/1041/41297/m1381463301727.jpg
[2013-10-11 15:07:36,877](INFO)neeu : get des
[2013-10-11 15:07:38,948](INFO)neeu : body: catch
[2013-10-11 15:07:38,949](INFO)neeu : category: car
[2013-10-11 15:07:39,025](INFO)neeu : done one
[2013-10-11 15:07:39,026](INFO)neeu : link: http://www.neeu.com/news/2013-10-08/41165.html
[2013-10-11 15:07:39,031](INFO)neeu : link: http://www.neeu.com/news/2013-08-02/39574.html
[2013-10-11 15:07:39,035](INFO)neeu : link: http://www.neeu.com/news/2013-06-17/38384.html
[2013-10-11 15:07:39,040](INFO)neeu : link: http://www.neeu.com/news/2013-05-27/37883.html
[2013-10-11 15:07:39,046](INFO)neeu : link: http://www.neeu.com/news/2013-05-14/37584.html
[2013-10-11 15:07:39,050](INFO)neeu : link: http://www.neeu.com/news/2013-05-14/37585.html
[2013-10-11 15:07:39,057](INFO)neeu : link: http://www.neeu.com/news/2013-05-07/37400.html
[2013-10-11 15:07:39,063](INFO)neeu : link: http://www.neeu.com/news/2013-04-18/36958.html
[2013-10-11 15:07:39,070](INFO)neeu : link: http://www.neeu.com/news/2013-04-03/36577.html
[2013-10-11 15:07:39,132](INFO)neeu : link: http://www.neeu.com/news/2013-09-27/41061.html
[2013-10-11 15:07:39,138](INFO)neeu : link: http://www.neeu.com/news/2013-09-24/40950.html
[2013-10-11 15:07:39,146](INFO)neeu : link: http://www.neeu.com/news/2013-06-14/38338.html
[2013-10-11 15:07:39,154](INFO)neeu : link: http://www.neeu.com/news/2013-04-25/37145.html
[2013-10-11 15:07:39,159](INFO)neeu : link: http://www.neeu.com/news/2013-01-28/35132.html
[2013-10-11 15:07:39,163](INFO)neeu : link: http://www.neeu.com/news/2012-11-23/33632.html
[2013-10-11 15:07:39,168](INFO)neeu : title: Royal Phuket Marina 举办 SMART Property & Lifestyle 博览会
[2013-10-11 15:07:39,168](INFO)neeu : icon_url: http://www.neeu.com/uploads/news/1033/33632/m1353640818184.jpg
[2013-10-11 15:07:39,169](INFO)neeu : get des
[2013-10-11 15:07:40,274](INFO)neeu : have many page
[2013-10-11 15:07:41,148](INFO)neeu : link: http://www.neeu.com/news/2013-10-09/41231.html
[2013-10-11 15:07:41,152](INFO)neeu : link: http://www.neeu.com/news/2013-07-18/39187.html
[2013-10-11 15:07:41,155](INFO)neeu : link: http://www.neeu.com/news/2013-07-18/39182.html
[2013-10-11 15:07:41,158](INFO)neeu : link: http://www.neeu.com/news/2013-07-16/39113.html
[2013-10-11 15:07:41,162](INFO)neeu : link: http://www.neeu.com/news/2013-07-12/39064.html
[2013-10-11 15:07:41,165](INFO)neeu : link: http://www.neeu.com/news/2013-07-12/39063.html
[2013-10-11 15:07:41,168](INFO)neeu : link: http://www.neeu.com/news/2013-07-12/39062.html
[2013-10-11 15:07:41,172](INFO)neeu : link: http://www.neeu.com/news/2013-07-09/38968.html
[2013-10-11 15:07:41,175](INFO)neeu : link: http://www.neeu.com/news/2013-06-27/38685.html
[2013-10-11 15:07:41,179](INFO)neeu : link: http://www.neeu.com/news/2013-05-29/37986.html
[2013-10-11 15:07:42,043](INFO)neeu : body: catch
[2013-10-11 15:07:42,044](INFO)neeu : category: house
[2013-10-11 15:07:44,111](INFO)neeu : link: http://www.neeu.com/news/2013-09-22/40110.html
[2013-10-11 15:07:44,117](INFO)neeu : link: http://www.neeu.com/news/2013-09-04/40446.html
[2013-10-11 15:07:44,122](INFO)neeu : link: http://www.neeu.com/news/2013-09-03/40384.html
[2013-10-11 15:07:44,125](INFO)neeu : link: http://www.neeu.com/news/2013-08-02/39597.html
[2013-10-11 15:07:44,130](INFO)neeu : link: http://www.neeu.com/news/2013-07-25/39387.html
[2013-10-11 15:07:44,135](INFO)neeu : link: http://www.neeu.com/news/2013-06-26/38676.html
[2013-10-11 15:07:44,139](INFO)neeu : link: http://www.neeu.com/news/2013-06-17/38403.html
[2013-10-11 15:07:44,142](INFO)neeu : link: http://www.neeu.com/news/2013-06-09/38283.html
[2013-10-11 15:07:44,147](INFO)neeu : link: http://www.neeu.com/news/2013-05-29/37966.html
[2013-10-11 15:07:44,153](INFO)neeu : link: http://www.neeu.com/news/2013-04-25/37147.html
[2013-10-11 15:07:44,256](INFO)neeu : link: http://www.neeu.com/news/2013-09-24/40945.html
[2013-10-11 15:07:44,260](INFO)neeu : link: http://www.neeu.com/news/2013-07-29/39438.html
[2013-10-11 15:07:44,264](INFO)neeu : link: http://www.neeu.com/news/2013-05-24/37869.html
[2013-10-11 15:07:44,267](INFO)neeu : link: http://www.neeu.com/news/2013-03-08/35965.html
[2013-10-11 15:07:44,272](INFO)neeu : link: http://www.neeu.com/news/2012-12-05/33875.html
[2013-10-11 15:07:44,276](INFO)neeu : link: http://www.neeu.com/news/2012-11-26/33687.html
[2013-10-11 15:07:44,279](INFO)neeu : link: http://www.neeu.com/news/2012-11-20/33541.html
[2013-10-11 15:07:44,283](INFO)neeu : link: http://www.neeu.com/news/2012-10-15/32543.html
[2013-10-11 15:07:44,287](INFO)neeu : link: http://www.neeu.com/news/2012-05-18/29129.html
[2013-10-11 15:07:44,292](INFO)neeu : link: http://www.neeu.com/news/2012-04-28/28512.html
